Price,Close,High,Low,Open,Volume
Ticker,USDRUB=X,USDRUB=X,USDRUB=X,USDRUB=X,USDRUB=X
Date,,,,,
2023-01-02,73.71499633789062,77.96499633789062,72.0895004272461,73.71499633789062,0
2023-01-03,70.99549865722656,73.26100158691406,69.96499633789062,70.96499633789062,0
2023-01-04,73.01499938964844,73.06099700927734,69.9800033569336,73.01499938964844,0
2023-01-05,72.46499633789062,72.94450378417969,70.9800033569336,71.46499633789062,0
2023-01-06,72.11499786376953,73.0625,71.47989654541016,72.11499786376953,0
2023-01-09,72.46499633789062,72.46499633789062,69.4800033569336,72.46499633789062,0
2023-01-10,69.87999725341797,69.87999725341797,69.08200073242188,69.87999725341797,0
2023-01-11,69.63999938964844,70.08000183105469,68.26499938964844,69.63999938964844,0
2023-01-12,69.11900329589844,70.26499938964844,67.3844985961914,70.26499938964844,0
2023-01-13,67.75,68.83999633789062,67.18000030517578,67.75,0
2023-01-16,65.96499633789062,68.9800033569336,65.96499633789062,65.96499633789062,0
2023-01-17,68.71499633789062,69.40450286865234,68.27999877929688,68.76499938964844,0
2023-01-18,68.46499633789062,69.58999633789062,68.46499633789062,68.46499633789062,0
2023-01-19,68.71499633789062,69.38999938964844,68.67900085449219,68.71499633789062,0
2023-01-20,69.36499786376953,69.36499786376953,68.21050262451172,69.36499786376953,0
2023-01-23,68.21499633789062,69.42949676513672,68.39299774169922,68.46499633789062,0
2023-01-24,68.94499969482422,69.07949829101562,68.59549713134766,68.91500091552734,0
2023-01-25,69.41500091552734,69.56500244140625,68.58000183105469,69.19499969482422,0
2023-01-26,69.19499969482422,69.69450378417969,68.83650207519531,69.44000244140625,0
2023-01-27,69.46499633789062,69.89450073242188,69.02999877929688,69.46499633789062,0
2023-01-30,70.69249725341797,70.50599670410156,69.30000305175781,69.46499633789062,0
2023-01-31,69.87999725341797,70.62999725341797,69.87999725341797,69.87999725341797,0
2023-02-01,70.55000305175781,70.5510025024414,69.78099822998047,70.55000305175781,0
2023-02-02,69.9000015258789,70.48049926757812,69.72899627685547,70.08999633789062,0
2023-02-03,75.03099822998047,70.94850158691406,70.02999877929688,70.02999877929688,0
2023-02-06,70.61499786376953,71.46499633789062,70.37999725341797,71.125,0
2023-02-07,71.4749984741211,71.51499938964844,70.63700103759766,71.4749984741211,0
2023-02-08,72.0999984741211,73.41500091552734,70.63999938964844,70.99099731445312,0
2023-02-09,73.22100067138672,73.4645004272461,71.52899932861328,72.01499938964844,0
2023-02-10,73.00499725341797,74.0459976196289,72.43250274658203,73.00499725341797,0
2023-02-13,73.07499694824219,73.97200012207031,73.07499694824219,73.07499694824219,0
2023-02-14,74.06400299072266,74.1614990234375,73.10150146484375,73.16500091552734,0
2023-02-15,73.56500244140625,74.77950286865234,73.56500244140625,73.56500244140625,0
2023-02-16,73.96499633789062,75.15650177001953,73.96499633789062,73.96499633789062,0
2023-02-17,74.68000030517578,75.18099975585938,73.8395004272461,74.68000030517578,0
2023-02-20,73.96499633789062,74.91799926757812,73.26499938964844,73.26499938964844,0
2023-02-21,75.46399688720703,75.61799621582031,72.96499633789062,72.96499633789062,0
2023-02-22,74.61499786376953,75.69999694824219,74.16100311279297,74.61499786376953,0
2023-02-23,74.86499786376953,75.80999755859375,74.86499786376953,74.86499786376953,0
2023-02-24,75.36499786376953,76.5438003540039,74.86499786376953,74.86499786376953,0
2023-02-27,75.9800033569336,76.27999877929688,74.44300079345703,75.9800033569336,0
2023-02-28,74.61499786376953,75.322998046875,73.9800033569336,74.61499786376953,0
2023-03-01,75.01499938964844,75.48999786376953,74.80699920654297,75.01499938964844,0
2023-03-02,75.2300033569336,75.75749969482422,74.87300109863281,75.2300033569336,0
2023-03-03,75.48999786376953,75.62999725341797,75.02100372314453,75.48999786376953,0
2023-03-06,75.36499786376953,75.83000183105469,75.13400268554688,75.36499786376953,0
2023-03-07,75.36499786376953,75.9280014038086,75.2249984741211,75.36499786376953,0
2023-03-08,75.56500244140625,76.53600311279297,75.56500244140625,75.56500244140625,0
